geo,nights,population_2023,pop_change_pct,nights_per_capita,cluster,cluster_refined
RO32,3877793.0,2289799.0,0.13708084686080083,1.6935080328011323,2,2
RO41,2098967.0,1861811.0,-4.826924428137468,1.1273792022928213,1,1
RO42,1895433.3333333333,1671433.0,-6.238763075184835,1.134016938359679,1,1
RS11,3448715.6666666665,1683033.0,-0.2985550197635013,2.0491075734502333,2,2
RS12,1961421.6666666667,1738651.0,-7.349898088455471,1.1281284551452055,1,1
RS21,4766996.333333333,1816449.0,-6.726476888212833,2.624349119261445,1,1
RS22,2272432.6666666665,1403064.0,-8.194753079689674,1.6196215330638277,1,1
SE11,14911015.0,2440027.0,6.354805573138232,6.1110040995448,0,0
SE12,6548222.0,1763645.0,4.736907590309336,3.712891199759589,0,0
SE21,6685867.666666667,882332.0,2.7250967747205874,7.577496528139823,2,2
SE22,7544951.333333333,1573064.0,5.032644974269643,4.796340983795531,0,0
SE23,13640449.0,2101461.0,4.7209103758818065,6.4909360678118695,0,0
SE31,6403736.0,859620.0,0.49776989231413715,7.449496289057956,2,2
SE32,3216270.0,375935.0,-0.2804877399713657,8.555388564512482,2,2
SE33,4695410.0,525472.0,1.4331614591349855,8.935604561232568,2,2
SI03,5181328.0,1107885.0,2.0160280146129685,4.6767742139301465,2,2
SI04,10984295.333333334,1009087.0,3.5920312169003537,10.885379886306467,0,0
SK01,2388349.6666666665,728370.0,12.586695921258439,3.279033549798408,0,0
SK02,3142478.0,1806944.0,-1.4171189677690343,1.7391120034710539,2,2
SK03,4693903.0,1305883.0,-2.929644819441368,3.5944284442021224,1,1
SK04,3567111.6666666665,1587595.0,-2.1663012008923976,2.2468650170016073,1,1
TR10,34274131.666666664,15907951.0,4.169827451584183,2.154528365511477,0,0
TR21,2069106.6666666667,1926512.0,11.070094007582131,1.0740170145146601,0,0
TR22,3793253.6666666665,1816973.0,6.268696970622524,2.087677509058564,0,0
TR31,7231822.333333333,4462056.0,4.669698203859777,1.6207376898302785,0,0
TR32,25371941.0,3252758.0,8.201722988817851,7.800131765105181,0,0
TR33,3478058.3333333335,3171989.0,3.7108756438845765,1.0964912972060539,0,0
TR41,4516926.0,4330010.0,8.43297381812319,1.0431675677423378,0,0
TR42,5236446.666666667,4181440.0,11.430223932270323,1.2523070202290758,0,0
TR51,5821855.0,5782285.0,6.583182522911736,1.006843315402129,0,0
TR52,1763639.3333333333,2557185.0,6.485027119841141,0.6896799931695725,0,0
TR61,99194225.33333333,3407128.0,11.76860631961097,29.113736065487803,0,0
TR62,4282855.666666667,4190538.0,4.944162760578355,1.0220300273298242,0,0
TR63,1733209.6666666667,3422884.0,-0.3605861870324552,0.5063594520488182,2,2
TR71,3752278.6666666665,1630050.0,6.645869293055881,2.3019408402605235,0,0
TR72,1681785.0,2494889.0,4.142471902487428,0.6740921139176933,0,0
TR81,1036043.3333333334,1043919.0,1.840718430954217,0.9924556726463771,2,2
TR82,817718.3333333334,794680.0,7.616527000524891,1.0289907048539455,0,0
TR83,2066247.0,2827339.0,2.847566115931933,0.7308097826259957,2,2
TR90,3455252.0,2690038.0,3.791575736011425,1.2844621525792572,0,0
TRA1,1161476.0,1073218.0,0.656002775073573,1.0822367869342482,2,2
TRA2,752403.0,1081530.0,-2.1222251100097687,0.6956838922637375,1,1
TRB1,966640.3333333334,1770999.0,-0.23699469180552185,0.5458164196215431,2,2
TRB2,1346816.0,2157272.0,2.1700404477913438,0.6243144119054065,2,2
TRC1,1887000.6666666667,2937139.0,6.07132623117911,0.6424621601724217,0,0
TRC2,1687499.3333333333,3974990.0,9.399770027246182,0.42452920216990064,0,0
TRC3,1197272.0,2393781.0,10.421798604427874,0.5001593713042254,0,0
